seqnames,start,end,width,strand,source,type,score,phase,gene_id,gene_version,gene_name,gene_source,gene_biotype
chr3,40407352,40488846,81495,+,ensembl_havana,gene,NA,NA,ENSDARG00000077052,6,tnrc18,ensembl_havana,protein_coding
chr3,40690212,40768548,78337,-,ensembl_havana,gene,NA,NA,ENSDARG00000016086,11,smurf1,ensembl_havana,protein_coding
chr3,40901743,40933415,31673,-,ensembl_havana,gene,NA,NA,ENSDARG00000037872,5,foxk1,ensembl_havana,protein_coding
chr3,42918143,42968544,50402,-,ensembl,gene,NA,NA,ENSDARG00000114676,1,BX908797.1,ensembl,protein_coding
chr3,43347517,43821381,473865,-,ensembl_havana,gene,NA,NA,ENSDARG00000099888,2,snn,ensembl_havana,protein_coding
chr3,43578975,43662495,83521,-,ensembl_havana,gene,NA,NA,ENSDARG00000102964,2,axin1,ensembl_havana,protein_coding
chr3,43650041,43653791,3751,+,havana,gene,NA,NA,ENSDARG00000102711,2,CU138533.2,havana,antisense
chr3,53526025,53559581,33557,-,ensembl_havana,gene,NA,NA,ENSDARG00000052139,8,notch3,ensembl_havana,protein_coding
chr3,55684449,56030117,345669,-,ensembl,gene,NA,NA,ENSDARG00000079679,5,cep112,ensembl,protein_coding
chr3,56099256,56107909,8654,+,havana,gene,NA,NA,ENSDARG00000102045,2,FP326652.1,havana,lincRNA
chr3,58430678,58455289,24612,-,ensembl_havana,gene,NA,NA,ENSDARG00000035952,7,cdr2a,ensembl_havana,protein_coding
chr3,59411956,60282382,870427,+,ensembl_havana,gene,NA,NA,ENSDARG00000098821,2,sec14l1,ensembl_havana,protein_coding
chr3,61193890,61205711,11822,-,ensembl_havana,gene,NA,NA,ENSDARG00000037789,9,pvalb1,ensembl_havana,protein_coding
chr3,61221194,61288774,67581,+,ensembl_havana,gene,NA,NA,ENSDARG00000076324,5,lmtk2,ensembl_havana,protein_coding
chr6,214269,218882,4614,-,ensembl,gene,NA,NA,ENSDARG00000006544,7,c1qtnf6b,ensembl,protein_coding
chr6,237924,245968,8045,-,ensembl,gene,NA,NA,ENSDARG00000117384,1,CABZ01084575.1,ensembl,lincRNA
chr6,296130,342216,46087,+,ensembl,gene,NA,NA,ENSDARG00000052182,5,rbfox2,ensembl,protein_coding
chr6,1724889,1740371,15483,+,ensembl,gene,NA,NA,ENSDARG00000104700,3,acvr2ab,ensembl,protein_coding
chr6,2030703,2092659,61957,+,ensembl_havana,gene,NA,NA,ENSDARG00000073684,6,quo,ensembl_havana,protein_coding
chr6,2093206,2122486,29281,+,ensembl_havana,gene,NA,NA,ENSDARG00000074094,6,tgm2b,ensembl_havana,protein_coding
chr6,3563890,3573716,9827,-,ensembl,gene,NA,NA,ENSDARG00000002510,9,dmbx1b,ensembl,protein_coding
chr6,6390471,6448519,58049,-,ensembl_havana,gene,NA,NA,ENSDARG00000063257,6,si:ch211-194e18.2,ensembl_havana,protein_coding
chr6,7322587,7390458,67872,+,ensembl_havana,gene,NA,NA,ENSDARG00000058953,5,abcc4,ensembl_havana,protein_coding
chr6,7444899,7452559,7661,+,ensembl_havana,gene,NA,NA,ENSDARG00000036998,4,arf3b,ensembl_havana,protein_coding
chr6,7553085,7658285,105201,+,ensembl_havana,gene,NA,NA,ENSDARG00000000103,12,myh10,ensembl_havana,protein_coding
chr6,7977611,8074849,97239,+,ensembl_havana,gene,NA,NA,ENSDARG00000071215,5,palm3,ensembl_havana,protein_coding
chr6,9289802,9455966,166165,+,ensembl_havana,gene,NA,NA,ENSDARG00000063538,6,kalrnb,ensembl_havana,protein_coding
chr6,9595414,9630081,34668,-,ensembl_havana,gene,NA,NA,ENSDARG00000002402,10,ercc3,ensembl_havana,protein_coding
chr6,10170241,10233650,63410,-,ensembl_havana,gene,NA,NA,ENSDARG00000071113,6,xirp2a,ensembl_havana,protein_coding
chr6,10586019,10698125,112107,-,ensembl_havana,gene,NA,NA,ENSDARG00000062630,8,dnah9l,ensembl_havana,protein_coding
chr6,10812337,10828923,16587,-,ensembl_havana,gene,NA,NA,ENSDARG00000009021,8,chrna1,ensembl_havana,protein_coding
chr6,10888798,10902916,14119,-,ensembl_havana,gene,NA,NA,ENSDARG00000089697,4,nfe2l2b,ensembl_havana,protein_coding
chr6,11815638,11830250,14613,-,havana,gene,NA,NA,ENSDARG00000096290,3,AL929243.1,havana,antisense
chr6,11829867,12002935,173069,+,ensembl_havana,gene,NA,NA,ENSDARG00000057782,10,baz2ba,ensembl_havana,protein_coding
chr6,12006557,12032704,26148,+,ensembl,gene,NA,NA,ENSDARG00000090418,3,wdsub1,ensembl,protein_coding
chr6,12797648,12868401,70754,-,ensembl_havana,gene,NA,NA,ENSDARG00000011941,10,bmpr2a,ensembl_havana,protein_coding
chr6,13606410,13688991,82582,+,ensembl_havana,gene,NA,NA,ENSDARG00000004243,10,asic4b,ensembl_havana,protein_coding
chr6,14172884,14292329,119446,-,ensembl_havana,gene,NA,NA,ENSDARG00000070995,7,inpp4ab,ensembl_havana,protein_coding
chr6,16043318,16394528,351211,-,ensembl_havana,gene,NA,NA,ENSDARG00000062123,8,agap1,ensembl_havana,protein_coding
chr6,16673793,16717878,44086,-,ensembl_havana,gene,NA,NA,ENSDARG00000078592,5,nomo,ensembl_havana,protein_coding
chr6,18935815,19035749,99935,-,ensembl_havana,gene,NA,NA,ENSDARG00000103900,2,sept9b,ensembl_havana,protein_coding
chr6,19481394,19665114,183721,-,ensembl_havana,gene,NA,NA,ENSDARG00000103494,2,usp43a,ensembl_havana,protein_coding
chr6,21697128,21726758,29631,-,ensembl,gene,NA,NA,ENSDARG00000059642,6,mtmr14,ensembl,protein_coding
chr6,27667359,27900013,232655,+,ensembl_havana,gene,NA,NA,ENSDARG00000034522,10,rab6ba,ensembl_havana,protein_coding
chr6,27696323,27727397,31075,-,ensembl,gene,NA,NA,ENSDARG00000116807,1,AL935299.1,ensembl,protein_coding
chr6,28140816,28192192,51377,+,ensembl_havana,gene,NA,NA,ENSDARG00000074283,6,inpp5d,ensembl_havana,protein_coding
chr6,29102942,29143463,40522,-,ensembl_havana,gene,NA,NA,ENSDARG00000061362,6,fam69ab,ensembl_havana,protein_coding
chr6,30430591,30456075,25485,+,ensembl,gene,NA,NA,ENSDARG00000076416,4,shroom2a,ensembl,protein_coding
chr6,30491129,30592947,101819,+,ensembl_havana,gene,NA,NA,ENSDARG00000061654,7,wwc3,ensembl_havana,protein_coding
chr6,31279542,31348999,69458,-,ensembl_havana,gene,NA,NA,ENSDARG00000079891,5,dnajc6,ensembl_havana,protein_coding
chr6,31430791,31576397,145607,-,havana,gene,NA,NA,ENSDARG00000075034,4,raver2,havana,protein_coding
chr6,31590751,31739709,148959,-,ensembl_havana,gene,NA,NA,ENSDARG00000061590,8,cachd1,ensembl_havana,protein_coding
chr6,33076839,33095766,18928,+,ensembl_havana,gene,NA,NA,ENSDARG00000052025,7,pomgnt1,ensembl_havana,protein_coding
chr6,34960025,35032792,72768,-,ensembl_havana,gene,NA,NA,ENSDARG00000100693,2,ddr2a,ensembl_havana,protein_coding
chr6,38773376,38790064,16689,+,ensembl_havana,gene,NA,NA,ENSDARG00000055737,5,ube3a,ensembl_havana,protein_coding
chr6,39531135,39605734,74600,-,ensembl_havana,gene,NA,NA,ENSDARG00000016348,11,dip2bb,ensembl_havana,protein_coding
chr6,39668850,39700965,32116,-,havana,gene,NA,NA,ENSDARG00000075354,5,espl1,havana,protein_coding
chr6,39812475,39831089,18615,+,ensembl_havana,gene,NA,NA,ENSDARG00000055317,3,c1ql4b,ensembl_havana,protein_coding
chr6,39836474,39866670,30197,+,ensembl_havana,gene,NA,NA,ENSDARG00000077946,4,smarcc2,ensembl_havana,protein_coding
chr6,40089743,40162742,73000,-,ensembl_havana,gene,NA,NA,ENSDARG00000019613,7,ip6k2b,ensembl_havana,protein_coding
chr6,40354424,40405934,51511,+,ensembl_havana,gene,NA,NA,ENSDARG00000015531,9,slc4a8,ensembl_havana,protein_coding
chr6,40383424,40408936,25513,-,havana,gene,NA,NA,ENSDARG00000097645,2,BX936393.1,havana,antisense
chr6,41554794,41757181,202388,+,ensembl_havana,gene,NA,NA,ENSDARG00000060309,7,srgap3,ensembl_havana,protein_coding
chr6,42145626,42290259,144634,-,ensembl_havana,gene,NA,NA,ENSDARG00000092154,3,tex264a,ensembl_havana,protein_coding
chr6,42345005,42369186,24182,-,ensembl_havana,gene,NA,NA,ENSDARG00000014770,10,usp4,ensembl_havana,protein_coding
chr6,43602143,43890462,288320,-,ensembl_havana,gene,NA,NA,ENSDARG00000014181,11,foxp1b,ensembl_havana,protein_coding
chr6,44006709,44044385,37677,-,ensembl_havana,gene,NA,NA,ENSDARG00000053459,6,rybpb,ensembl_havana,protein_coding
chr6,44089189,44161262,72074,-,ensembl_havana,gene,NA,NA,ENSDARG00000058522,5,shq1,ensembl_havana,protein_coding
chr6,45494227,45838103,343877,+,ensembl_havana,gene,NA,NA,ENSDARG00000098161,3,cntn4,ensembl_havana,protein_coding
chr6,46320693,46337096,16404,+,havana,gene,NA,NA,ENSDARG00000091625,4,FAM3D,havana,protein_coding
chr6,47529881,47796989,267109,-,ensembl_havana,gene,NA,NA,ENSDARG00000025974,10,magi3b,ensembl_havana,protein_coding
chr6,47979305,48061524,82220,-,havana,gene,NA,NA,ENSDARG00000094064,3,CR788236.1,havana,antisense
chr6,48041759,48058745,16987,+,havana,gene,NA,NA,ENSDARG00000086490,4,si:dkey-92f12.2,havana,protein_coding
chr6,49781884,49801173,19290,-,ensembl_havana,gene,NA,NA,ENSDARG00000021097,7,nelfcd,ensembl_havana,protein_coding
chr6,50393047,50414197,21151,+,ensembl_havana,gene,NA,NA,ENSDARG00000038074,6,ergic3,ensembl_havana,protein_coding
chr6,50401620,50404732,3113,-,ensembl_havana,gene,NA,NA,ENSDARG00000038076,6,romo1,ensembl_havana,protein_coding
chr6,51575924,51666739,90816,-,ensembl_havana,gene,NA,NA,ENSDARG00000017244,11,chd6,ensembl_havana,protein_coding
chr6,52263236,52336619,73384,+,ensembl_havana,gene,NA,NA,ENSDARG00000014239,9,esyt1b,ensembl_havana,protein_coding
chr6,54576520,54671696,95177,+,ensembl_havana,gene,NA,NA,ENSDARG00000063649,7,tead3b,ensembl_havana,protein_coding
chr6,54888493,55022544,134052,+,ensembl_havana,gene,NA,NA,ENSDARG00000058771,6,nav1b,ensembl_havana,protein_coding
chr6,57900237,58149165,248929,-,ensembl_havana,gene,NA,NA,ENSDARG00000100055,2,tox2,ensembl_havana,protein_coding
chr6,58569808,58615281,45474,+,ensembl_havana,gene,NA,NA,ENSDARG00000016527,10,helz2,ensembl_havana,protein_coding
chr6,58772209,58828398,56190,-,ensembl_havana,gene,NA,NA,ENSDARG00000059818,9,kif5ab,ensembl_havana,protein_coding
chr6,59854224,59895080,40857,+,ensembl_havana,gene,NA,NA,ENSDARG00000059794,7,kdm6al,ensembl_havana,protein_coding
chr2,63298,66646,3349,-,ensembl,gene,NA,NA,ENSDARG00000063518,4,zgc:153913,ensembl,protein_coding
chr2,1714734,1904551,189818,+,ensembl_havana,gene,NA,NA,ENSDARG00000075899,5,si:ch1073-186i23.1,ensembl_havana,protein_coding
chr2,1958604,1986773,28170,+,ensembl_havana,gene,NA,NA,ENSDARG00000078363,4,mcoln3a,ensembl_havana,protein_coding
chr2,2290148,2451181,161034,-,ensembl_havana,gene,NA,NA,ENSDARG00000020957,11,pth1ra,ensembl_havana,protein_coding
chr2,4849269,4874966,25698,-,ensembl_havana,gene,NA,NA,ENSDARG00000101322,2,tfr1a,ensembl_havana,protein_coding
chr2,5480125,5505094,24970,-,ensembl_havana,gene,NA,NA,ENSDARG00000012610,10,saga,ensembl_havana,protein_coding
chr2,5933902,5942355,8454,-,ensembl_havana,gene,NA,NA,ENSDARG00000075980,5,tmem125b,ensembl_havana,protein_coding
chr2,6926100,6952754,26655,+,ensembl_havana,gene,NA,NA,ENSDARG00000058701,6,nos1apb,ensembl_havana,protein_coding
chr2,8031234,8050498,19265,+,ensembl_havana,gene,NA,NA,ENSDARG00000008450,13,pcolce2a,ensembl_havana,protein_coding
chr2,8059957,8111346,51390,-,ensembl_havana,gene,NA,NA,ENSDARG00000039272,8,pls1,ensembl_havana,protein_coding
chr2,10790875,10821053,30179,-,ensembl_havana,gene,NA,NA,ENSDARG00000038397,8,rpap2,ensembl_havana,protein_coding
chr2,11685742,11833356,147615,+,ensembl_havana,gene,NA,NA,ENSDARG00000039196,10,greb1l,ensembl_havana,protein_coding
chr2,12104389,12243213,138825,-,ensembl_havana,gene,NA,NA,ENSDARG00000079665,5,gpr158b,ensembl_havana,protein_coding
chr2,12847602,13037544,189943,+,ensembl_havana,gene,NA,NA,ENSDARG00000075560,6,kmt2cb,ensembl_havana,protein_coding
chr2,14444276,14587224,142949,-,ensembl_havana,gene,NA,NA,ENSDARG00000074233,6,pde4bb,ensembl_havana,protein_coding
chr2,16652238,16694635,42398,+,ensembl_havana,gene,NA,NA,ENSDARG00000062864,7,gk5,ensembl_havana,protein_coding
chr2,16846772,16867937,21166,+,ensembl,gene,NA,NA,ENSDARG00000077022,5,fam131a,ensembl,protein_coding
chr2,17266759,17393971,127213,-,ensembl_havana,gene,NA,NA,ENSDARG00000015252,12,st3gal3b,ensembl_havana,protein_coding
chr2,17578320,17947389,369070,-,ensembl_havana,gene,NA,NA,ENSDARG00000005754,13,ptprfb,ensembl_havana,protein_coding
chr2,20811677,20866758,55082,-,ensembl_havana,gene,NA,NA,ENSDARG00000103004,2,tpra,ensembl_havana,protein_coding
chr2,20967673,20975677,8005,+,ensembl_havana,gene,NA,NA,ENSDARG00000039142,7,arpc5a,ensembl_havana,protein_coding
chr2,21634128,21734733,100606,+,ensembl_havana,gene,NA,NA,ENSDARG00000062251,5,fbxl7,ensembl_havana,protein_coding
chr2,23222939,23293501,70563,+,ensembl_havana,gene,NA,NA,ENSDARG00000006862,12,kifap3b,ensembl_havana,protein_coding
chr2,23295415,23349116,53702,-,havana,gene,NA,NA,ENSDARG00000023053,10,fam129ab,havana,protein_coding
chr2,24700922,24755347,54426,+,ensembl_havana,gene,NA,NA,ENSDARG00000018060,12,pik3r2,ensembl_havana,protein_coding
chr2,25019387,25108587,89201,+,ensembl_havana,gene,NA,NA,ENSDARG00000061205,8,stag1a,ensembl_havana,protein_coding
chr2,25852679,25858506,5828,-,havana,gene,NA,NA,ENSDARG00000092287,4,CR392026.1,havana,processed_transcript
chr2,26303627,26444503,140877,+,ensembl_havana,gene,NA,NA,ENSDARG00000031372,8,efna2a,ensembl_havana,protein_coding
chr2,26623377,26642944,19568,-,ensembl_havana,gene,NA,NA,ENSDARG00000061490,8,u2surp,ensembl_havana,protein_coding
chr2,27311863,27319914,8052,-,ensembl_havana,gene,NA,NA,ENSDARG00000061461,8,dsela,ensembl_havana,protein_coding
chr2,27491066,27543942,52877,+,ensembl_havana,gene,NA,NA,ENSDARG00000055900,6,zswim5,ensembl_havana,protein_coding
chr2,29710857,29711761,905,+,ensembl_havana,gene,NA,NA,ENSDARG00000014479,6,ptf1a,ensembl_havana,protein_coding
chr2,30554256,30693742,139487,-,ensembl_havana,gene,NA,NA,ENSDARG00000003779,13,ctnnd2b,ensembl_havana,protein_coding
chr2,32019707,32091981,72275,+,havana,gene,NA,NA,ENSDARG00000091946,3,CR391940.1,havana,lincRNA
chr2,32391897,32457923,66027,-,ensembl_havana,gene,NA,NA,ENSDARG00000028173,10,slc4a2a,ensembl_havana,protein_coding
chr2,36895025,36905394,10370,-,havana,gene,NA,NA,ENSDARG00000093416,4,BX470229.1,havana,antisense
chr2,37684922,37744951,60030,-,ensembl_havana,gene,NA,NA,ENSDARG00000077410,6,myo9b,ensembl_havana,protein_coding
chr2,37971353,37974725,3373,+,ensembl,gene,NA,NA,ENSDARG00000007425,9,apol1,ensembl,protein_coding
chr2,39108339,39555667,447329,+,ensembl_havana,gene,NA,NA,ENSDARG00000060637,9,clstn2,ensembl_havana,protein_coding
chr2,40623015,40712219,89205,-,havana,gene,NA,NA,ENSDARG00000096869,3,CT583650.1,havana,lincRNA
chr2,40901997,41124013,222017,-,ensembl_havana,gene,NA,NA,ENSDARG00000054754,6,hs6st1a,ensembl_havana,protein_coding
chr2,41162103,41447837,285735,-,ensembl,gene,NA,NA,ENSDARG00000117570,1,CU302321.2,ensembl,lincRNA
chr2,44426609,44510752,84144,+,ensembl_havana,gene,NA,NA,ENSDARG00000040741,11,kcnab1b,ensembl_havana,protein_coding
chr2,47471647,47516648,45002,+,ensembl_havana,gene,NA,NA,ENSDARG00000014674,11,acsl3b,ensembl_havana,protein_coding
chr2,48284464,48298985,14522,-,ensembl_havana,gene,NA,NA,ENSDARG00000039650,7,itm2cb,ensembl_havana,protein_coding
chr2,53065039,53201840,136802,-,ensembl,gene,NA,NA,ENSDARG00000102963,2,sirt6,ensembl,protein_coding
chr2,55270566,55298075,27510,-,ensembl_havana,gene,NA,NA,ENSDARG00000067920,7,rab8a,ensembl_havana,protein_coding
chr2,55890673,56003799,113127,-,ensembl_havana,gene,NA,NA,ENSDARG00000094889,5,cplx4c,ensembl_havana,protein_coding
chr2,55980227,56002115,21889,-,ensembl,gene,NA,NA,ENSDARG00000112703,1,CU013534.1,ensembl,protein_coding
chr2,56168619,56237133,68515,+,ensembl_havana,gene,NA,NA,ENSDARG00000016302,12,upf1,ensembl_havana,protein_coding
chr2,56265791,56283159,17369,+,ensembl,gene,NA,NA,ENSDARG00000102532,2,homer3a,ensembl,protein_coding
chr2,56811549,56884888,73340,-,ensembl,gene,NA,NA,ENSDARG00000098801,2,sbno2a,ensembl,protein_coding
chr2,57310523,57379216,68694,-,ensembl_havana,gene,NA,NA,ENSDARG00000005915,12,tcf3a,ensembl_havana,protein_coding
chr1,218524,225137,6614,+,ensembl,gene,NA,NA,ENSDARG00000075108,4,tmco3,ensembl,protein_coding
chr1,532766,591331,58566,+,ensembl_havana,gene,NA,NA,ENSDARG00000041570,9,mrpl39,ensembl_havana,protein_coding
chr1,7574351,7603734,29384,-,ensembl_havana,gene,NA,NA,ENSDARG00000004953,10,mxb,ensembl_havana,protein_coding
chr1,8304904,8404005,99102,+,ensembl_havana,gene,NA,NA,ENSDARG00000099708,2,cacna1hb,ensembl_havana,protein_coding
chr1,13077467,13203911,126445,-,havana,gene,NA,NA,ENSDARG00000102604,2,BX323837.1,havana,antisense
chr1,15137901,15203357,65457,+,ensembl,gene,NA,NA,ENSDARG00000078898,3,pcdh7a,ensembl,protein_coding
chr1,15204633,15224338,19706,+,ensembl,gene,NA,NA,ENSDARG00000007534,10,itln1,ensembl,protein_coding
chr1,16396870,16458257,61388,+,ensembl_havana,gene,NA,NA,ENSDARG00000078599,4,micu3a,ensembl_havana,protein_coding
chr1,17330495,17361155,30661,-,havana,gene,NA,NA,ENSDARG00000092109,3,BX511093.1,havana,lincRNA
chr1,17677373,17715493,38121,-,ensembl_havana,gene,NA,NA,ENSDARG00000092022,2,si:dkey-256e7.8,ensembl_havana,protein_coding
chr1,17699471,17711676,12206,-,ensembl_havana,gene,NA,NA,ENSDARG00000056369,7,ufsp2,ensembl_havana,protein_coding
chr1,21495850,21538673,42824,-,ensembl_havana,gene,NA,NA,ENSDARG00000037406,7,wdr19,ensembl_havana,protein_coding
chr1,22002649,22235421,232773,+,ensembl_havana,gene,NA,NA,ENSDARG00000000606,12,dnah6,ensembl_havana,protein_coding
chr1,22236489,22370660,134172,-,ensembl_havana,gene,NA,NA,ENSDARG00000087224,5,si:ch73-380n15.2,ensembl_havana,protein_coding
chr1,23919418,24349789,430372,-,ensembl_havana,gene,NA,NA,ENSDARG00000031108,11,lrba,ensembl_havana,protein_coding
chr1,24076243,24078099,1857,+,ensembl_havana,gene,NA,NA,ENSDARG00000015266,7,mab21l2,ensembl_havana,protein_coding
chr1,24870661,25144439,273779,-,ensembl_havana,gene,NA,NA,ENSDARG00000060994,7,fbxw7,ensembl_havana,protein_coding
chr1,28067771,28089650,21880,-,ensembl_havana,gene,NA,NA,ENSDARG00000101474,2,snapc3,ensembl_havana,protein_coding
chr1,28089703,28195267,105565,+,ensembl_havana,gene,NA,NA,ENSDARG00000104710,3,psip1a,ensembl_havana,protein_coding
chr1,29664336,29743640,79305,+,ensembl_havana,gene,NA,NA,ENSDARG00000061732,9,raph1b,ensembl_havana,protein_coding
chr1,29954690,30039332,84643,-,ensembl_havana,gene,NA,NA,ENSDARG00000055839,7,MARCH4 (1 of many),ensembl_havana,protein_coding
chr1,30443193,30510957,67765,-,ensembl_havana,gene,NA,NA,ENSDARG00000099758,3,igf2bp2b,ensembl_havana,protein_coding
chr1,34954697,35113974,159278,-,ensembl,gene,NA,NA,ENSDARG00000105033,2,BX897691.1,ensembl,protein_coding
chr1,38649141,38756904,107764,-,ensembl_havana,gene,NA,NA,ENSDARG00000004621,13,gpm6ab,ensembl_havana,protein_coding
chr1,38665754,38753029,87276,+,havana,gene,NA,NA,ENSDARG00000095811,2,BX649481.1,havana,processed_transcript
chr1,39898327,39977551,79225,-,ensembl_havana,gene,NA,NA,ENSDARG00000070162,7,stox2a,ensembl_havana,protein_coding
chr1,40291054,40307806,16753,+,havana,gene,NA,NA,ENSDARG00000077874,7,vwa10.1,havana,protein_coding
chr1,40336160,40519340,183181,-,ensembl_havana,gene,NA,NA,ENSDARG00000079552,6,maml3,ensembl_havana,protein_coding
chr1,40613292,40641467,28176,+,ensembl_havana,gene,NA,NA,ENSDARG00000030368,10,naa15b,ensembl_havana,protein_coding
chr1,40724140,40752950,28811,+,ensembl,gene,NA,NA,ENSDARG00000052899,6,CU550714.1,ensembl,protein_coding
chr1,40733921,40735381,1461,-,ensembl_havana,gene,NA,NA,ENSDARG00000052900,4,zgc:153642,ensembl_havana,protein_coding
chr1,40760448,40799856,39409,+,ensembl_havana,gene,NA,NA,ENSDARG00000074600,5,gpr78a,ensembl_havana,protein_coding
chr1,46837849,46875493,37645,-,ensembl_havana,gene,NA,NA,ENSDARG00000036549,8,agpat3,ensembl_havana,protein_coding
chr1,47585700,47686888,101189,+,ensembl_havana,gene,NA,NA,ENSDARG00000060148,7,sh3pxd2aa,ensembl_havana,protein_coding
chr1,47831619,48012257,180639,+,ensembl_havana,gene,NA,NA,ENSDARG00000069435,6,cfap58,ensembl_havana,protein_coding
chr1,51721851,51729862,8012,+,ensembl_havana,gene,NA,NA,ENSDARG00000025350,6,prdx2,ensembl_havana,protein_coding
chr1,51753125,51826020,72896,+,havana,gene,NA,NA,ENSDARG00000096092,4,BX548032.3,havana,lincRNA
chr1,51896147,52086496,190350,+,ensembl_havana,gene,NA,NA,ENSDARG00000043226,10,nfixa,ensembl_havana,protein_coding
chr1,52653626,52659711,6086,-,ensembl_havana,gene,NA,NA,ENSDARG00000027143,8,aptx,ensembl_havana,protein_coding
chr1,52929185,53225121,295937,+,ensembl_havana,gene,NA,NA,ENSDARG00000075201,5,inpp4b,ensembl_havana,protein_coding
chr1,53490669,53504603,13935,-,ensembl_havana,gene,NA,NA,ENSDARG00000031203,10,commd1,ensembl_havana,protein_coding
chr1,54198893,54274861,75969,+,ensembl,gene,NA,NA,ENSDARG00000103125,3,tsc2,ensembl,protein_coding
chr1,55304374,55310703,6330,+,havana,gene,NA,NA,ENSDARG00000096625,2,si:ch211-286b5.8,havana,protein_coding
chr1,56274613,56320569,45957,+,ensembl_havana,gene,NA,NA,ENSDARG00000052207,7,c3a.3,ensembl_havana,protein_coding
chr9,265988,296169,30182,-,ensembl,gene,NA,NA,ENSDARG00000098936,2,kif5aa,ensembl,protein_coding
chr9,295576,306515,10940,-,ensembl,gene,NA,NA,ENSDARG00000100407,2,si:ch211-166e11.5,ensembl,protein_coding
chr9,993477,1001460,7984,+,ensembl,gene,NA,NA,ENSDARG00000112056,1,CABZ01066921.1,ensembl,protein_coding
chr9,1589672,1639965,50294,-,ensembl_havana,gene,NA,NA,ENSDARG00000042821,8,agps,ensembl_havana,protein_coding
chr9,2393764,2487171,93408,+,ensembl,gene,NA,NA,ENSDARG00000101735,3,chn1,ensembl,protein_coding
chr9,2879763,2892250,12488,-,ensembl_havana,gene,NA,NA,ENSDARG00000077620,5,cdca7a,ensembl_havana,protein_coding
chr9,3699397,3866707,167311,-,ensembl_havana,gene,NA,NA,ENSDARG00000006892,10,myo3b,ensembl_havana,protein_coding
chr9,5893608,5916755,23148,-,ensembl_havana,gene,NA,NA,ENSDARG00000077983,6,GPR89A,ensembl_havana,protein_coding
chr9,6118362,6208067,89706,-,ensembl_havana,gene,NA,NA,ENSDARG00000027822,10,tmtops2b,ensembl_havana,protein_coding
chr9,6255682,6370693,115012,+,ensembl_havana,gene,NA,NA,ENSDARG00000056102,8,uxs1,ensembl_havana,protein_coding
chr9,7548533,7619622,71090,+,ensembl_havana,gene,NA,NA,ENSDARG00000058646,7,ptprna,ensembl_havana,protein_coding
chr9,9180620,9228941,48322,-,ensembl_havana,gene,NA,NA,ENSDARG00000010946,11,cbsb,ensembl_havana,protein_coding
chr9,13628635,13672200,43566,+,ensembl_havana,gene,NA,NA,ENSDARG00000075111,6,als2a,ensembl_havana,protein_coding
chr9,14111561,14143370,31810,-,ensembl_havana,gene,NA,NA,ENSDARG00000078935,5,ttll4,ensembl_havana,protein_coding
chr9,14569211,15208129,638919,-,havana,gene,NA,NA,ENSDARG00000034555,8,pard3bb,havana,protein_coding
chr9,17787864,17960341,172478,+,ensembl_havana,gene,NA,NA,ENSDARG00000018716,11,dgkh,ensembl_havana,protein_coding
chr9,19326099,19383526,57428,+,ensembl,gene,NA,NA,ENSDARG00000115053,1,AL935292.1,ensembl,protein_coding
chr9,19340216,19366538,26323,-,ensembl_havana,gene,NA,NA,ENSDARG00000068663,5,zgc:152951,ensembl_havana,protein_coding
chr9,19681569,19762801,81233,-,ensembl_havana,gene,NA,NA,ENSDARG00000093349,3,si:ch211-141e20.2,ensembl_havana,protein_coding
chr9,21535885,21570566,34682,+,ensembl_havana,gene,NA,NA,ENSDARG00000006299,11,arhgef7a,ensembl_havana,protein_coding
chr9,22375331,22618558,243228,+,ensembl_havana,gene,NA,NA,ENSDARG00000062696,7,dgkg,ensembl_havana,protein_coding
chr9,23009608,23023288,13681,+,ensembl_havana,gene,NA,NA,ENSDARG00000057262,5,si:dkey-91i10.3,ensembl_havana,protein_coding
chr9,24125445,24145714,20270,+,ensembl_havana,gene,NA,NA,ENSDARG00000062465,7,pgap1,ensembl_havana,protein_coding
chr9,24249184,24413008,163825,-,ensembl_havana,gene,NA,NA,ENSDARG00000051824,7,tmeff2a,ensembl_havana,protein_coding
chr9,24752713,24880470,127758,-,havana,gene,NA,NA,ENSDARG00000091870,3,CU469539.1,havana,lincRNA
chr9,25096500,25171412,74913,+,ensembl_havana,gene,NA,NA,ENSDARG00000078778,5,lrch1,ensembl_havana,protein_coding
chr9,25380758,25444091,63334,-,ensembl_havana,gene,NA,NA,ENSDARG00000011188,11,acvr2aa,ensembl_havana,protein_coding
chr9,26199624,26504452,304829,+,havana,gene,NA,NA,ENSDARG00000094811,3,si:dkey-111i23.1,havana,protein_coding
chr9,30677470,30680018,2549,-,havana,gene,NA,NA,ENSDARG00000092378,2,BX571809.1,havana,processed_transcript
chr9,30820290,31062704,242415,+,ensembl_havana,gene,NA,NA,ENSDARG00000069440,5,dachd,ensembl_havana,protein_coding
chr9,31274108,31314324,40217,-,ensembl_havana,gene,NA,NA,ENSDARG00000016022,5,zic5,ensembl_havana,protein_coding
chr9,32200650,32205543,4894,-,havana,gene,NA,NA,ENSDARG00000092012,3,BX530407.1,havana,unprocessed_pseudogene
chr9,33660964,33725972,65009,-,ensembl_havana,gene,NA,NA,ENSDARG00000023712,7,mao,ensembl_havana,protein_coding
