TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
mouse chrX A7.3|X 37.43 cM	mouse chrX A7.3|X 37.43 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr7 D2|7 45.16 cM	mouse chr7 D2|7 45.16 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr6 G2|6 73.81 cM	mouse chr6 G2|6 73.81 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr17 E1.1|17 38.8 cM	mouse chr17 E1.1|17 38.8 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr11 B1.3|11 33.04 cM	mouse chr11 B1.3|11 33.04 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr3 G3|3 62.12 cM	mouse chr3 G3|3 62.12 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr3 F2.3|3 46.59 cM	mouse chr3 F2.3|3 46.59 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr3 D|3 28.68 cM	mouse chr3 D|3 28.68 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr6 B3|6 27.29 cM	mouse chr6 B3|6 27.29 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr4 A5|4 23.04 cM	mouse chr4 A5|4 23.04 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr8 B1.3|1	mouse chr8 B1.3|1	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr1 E4|1 59.94 cM	mouse chr1 E4|1 59.94 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr7 A3-B1|7 16.72 cM	mouse chr7 A3-B1|7 16.72 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr16 B4|16 28.67 cM	mouse chr16 B4|16 28.67 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr11 E1|11 71.8 cM	mouse chr11 E1|11 71.8 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr1 H5|1 88.97 cM	mouse chr1 H5|1 88.97 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr9 E1|9 44.61 cM	mouse chr9 E1|9 44.61 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr15 A1|15 5.35 cM	mouse chr15 A1|15 5.35 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr11 D|11 61.05 cM	mouse chr11 D|11 61.05 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr3 F2.1|3 40.91 cM	mouse chr3 F2.1|3 40.91 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr14 D3|14 38.88 cM	mouse chr14 D3|14 38.88 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr2 A1|2 6.89 cM	mouse chr2 A1|2 6.89 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr15 D3|15 30.36 cM	mouse chr15 D3|15 30.36 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr6 B1|6 15.07 cM	mouse chr6 B1|6 15.07 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr5 G3|5 88.48 cM	mouse chr5 G3|5 88.48 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chrX C1	mouse chrX C1	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr12 F1|12 61.37 cM	mouse chr12 F1|12 61.37 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr1 A3|1 4.94 cM	mouse chr1 A3|1 4.94 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr13 B1|13 29.28 cM	mouse chr13 B1|13 29.28 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr15 A1|15 1.99 cM	mouse chr15 A1|15 1.99 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr19 D2|19 51.84 cM	mouse chr19 D2|19 51.84 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr15 B3.2|15 16.73 cM	mouse chr15 B3.2|15 16.73 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr2 F1|2 61.23 cM	mouse chr2 F1|2 61.23 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr4 A5|4 21.94 cM	mouse chr4 A5|4 21.94 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr7 F4|7 84.89 cM	mouse chr7 F4|7 84.89 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr9 B|9 31.34 cM	mouse chr9 B|9 31.34 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr18 D1|18 28.25 cM	mouse chr18 D1|18 28.25 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr8 C4|8 44.29 cM	mouse chr8 C4|8 44.29 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr19 C1|19 29.48 cM	mouse chr19 C1|19 29.48 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr11 B1.2|11 29.23 cM	mouse chr11 B1.2|11 29.23 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr5 E1|5 44.32 cM	mouse chr5 E1|5 44.32 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr6 B2.1|6 20.57 cM	mouse chr6 B2.1|6 20.57 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr2 E5|2 59.43 cM	mouse chr2 E5|2 59.43 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr7 F5|7 87.29 cM	mouse chr7 F5|7 87.29 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr6 C1|6 32.17 cM	mouse chr6 C1|6 32.17 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr17 B1|17 18.69 cM	mouse chr17 B1|17 18.69 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr1 D|1 47.0 cM	mouse chr1 D|1 47.0 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr12 C1|12 25.61 cM	mouse chr12 C1|12 25.61 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr2 C2|2 42.38 cM	mouse chr2 C2|2 42.38 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr3 F2.1|3 42.03 cM	mouse chr3 F2.1|3 42.03 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr3 E1|3 30.25 cM	mouse chr3 E1|3 30.25 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr3 A2|3 6.19 cM	mouse chr3 A2|3 6.19 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr16 B3|16 23.93 cM	mouse chr16 B3|16 23.93 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr4 A4|4 12.42 cM	mouse chr4 A4|4 12.42 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr4 D3|4 67.76 cM	mouse chr4 D3|4 67.76 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr16 B4|16 28.37 cM	mouse chr16 B4|16 28.37 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr14 B|14 18.81 cM	mouse chr14 B|14 18.81 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chrX D|X 47.59 cM	mouse chrX D|X 47.59 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr2 C1.3|2 38.55 cM	mouse chr2 C1.3|2 38.55 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr1 61.57 cM|1 F	mouse chr1 61.57 cM|1 F	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr12 D1|12 38.14 cM	mouse chr12 D1|12 38.14 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr14 D3|14 41.21 cM	mouse chr14 D3|14 41.21 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr8 E1|8 71.99 cM	mouse chr8 E1|8 71.99 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr5 E5|5 50.59 cM	mouse chr5 E5|5 50.59 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chrX D|X 45.47 cM	mouse chrX D|X 45.47 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr15 F3|15 58.9 cM	mouse chr15 F3|15 58.9 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr5 B1|5 16.9 cM	mouse chr5 B1|5 16.9 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr11 D|11 55.47 cM	mouse chr11 D|11 55.47 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr5|5 C2	mouse chr5|5 C2	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr3 G3|3 57.84 cM	mouse chr3 G3|3 57.84 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr16 B3|16 25.45 cM	mouse chr16 B3|16 25.45 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr6 D1|6 40.16 cM	mouse chr6 D1|6 40.16 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr6 A1|6 3.31 cM	mouse chr6 A1|6 3.31 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr5 C1|5 29.37 cM	mouse chr5 C1|5 29.37 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr2 E5|2 60.66 cM	mouse chr2 E5|2 60.66 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr17 A1|17 8.64 cM	mouse chr17 A1|17 8.64 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr6 C1|6 30.11 cM	mouse chr6 C1|6 30.11 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr11 E1|11 67.84 cM	mouse chr11 E1|11 67.84 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr7 B3|7 28.61 cM	mouse chr7 B3|7 28.61 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr19 C1|19 29.09 cM	mouse chr19 C1|19 29.09 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr2 E3|2 55.31 cM	mouse chr2 E3|2 55.31 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr12 C2|12 27.63 cM	mouse chr12 C2|12 27.63 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chrX A1.2|X 11.78 cM	mouse chrX A1.2|X 11.78 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr11 B3|11 38.99 cM	mouse chr11 B3|11 38.99 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr2 A3|2 19.29 cM	mouse chr2 A3|2 19.29 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr1 H6|1 97.69 cM	mouse chr1 H6|1 97.69 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr5 F|5 55.29 cM	mouse chr5 F|5 55.29 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chrX A7.3|X 37.46 cM	mouse chrX A7.3|X 37.46 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr17 A1|17 3.67 cM	mouse chr17 A1|17 3.67 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chrX D|X 46.08 cM	mouse chrX D|X 46.08 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr13 A3.2|13 13.76 cM	mouse chr13 A3.2|13 13.76 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr15 F1|15 53.54 cM	mouse chr15 F1|15 53.54 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr15 D3|15 36.25 cM	mouse chr15 D3|15 36.25 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr5 B3|5 23.85 cM	mouse chr5 B3|5 23.85 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr17 B1|17 18.06 cM	mouse chr17 B1|17 18.06 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr15|15 E3-F1	mouse chr15|15 E3-F1	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr7 A3|7 13.96 cM	mouse chr7 A3|7 13.96 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr2 F2|2 65.65 cM	mouse chr2 F2|2 65.65 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chrX A7.2|X	mouse chrX A7.2|X	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr2 H4|2 98.1 cM	mouse chr2 H4|2 98.1 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr8 B1.1|8 24.81 cM	mouse chr8 B1.1|8 24.81 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr4 D3|4 72.5 cM	mouse chr4 D3|4 72.5 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr8 C5|8 46.85 cM	mouse chr8 C5|8 46.85 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr11 D|11 59.83 cM	mouse chr11 D|11 59.83 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr14 A1	mouse chr14 A1	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr12 F1|12 60.99 cM	mouse chr12 F1|12 60.99 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr13 A3.3|13 13.81 cM	mouse chr13 A3.3|13 13.81 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr19 B|19 12.26 cM	mouse chr19 B|19 12.26 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr7 A2|7 9.14 cM	mouse chr7 A2|7 9.14 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr10 D1|10 51.2 cM	mouse chr10 D1|10 51.2 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr10 B2|10 22.77 cM	mouse chr10 B2|10 22.77 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr7|7 B2-B3	mouse chr7|7 B2-B3	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr10 B3|10 26.64 cM	mouse chr10 B3|10 26.64 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr8 E1|8 71.91 cM	mouse chr8 E1|8 71.91 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr11 B1.3|11 30.97 cM	mouse chr11 B1.3|11 30.97 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr16 C2|16 40.19 cM	mouse chr16 C2|16 40.19 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr10 A3|10 8.08 cM	mouse chr10 A3|10 8.08 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chrX 25.68 cM|X A5	mouse chrX 25.68 cM|X A5	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr5 B3|5 20.29 cM	mouse chr5 B3|5 20.29 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr10 D2|10 68.82 cM	mouse chr10 D2|10 68.82 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr3 F1|3 38.79 cM	mouse chr3 F1|3 38.79 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr9 A3|9 7.35 cM	mouse chr9 A3|9 7.35 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr13 B1|13 29.81 cM	mouse chr13 B1|13 29.81 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr8 C5|8 44.55 cM	mouse chr8 C5|8 44.55 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr1 H4|1 81.9 cM	mouse chr1 H4|1 81.9 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr10 A1-A2|10 3.77 cM	mouse chr10 A1-A2|10 3.77 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr5 G2|5 77.1 cM	mouse chr5 G2|5 77.1 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr9 F1|9 59.2 cM	mouse chr9 F1|9 59.2 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr10 D1|10 53.56 cM	mouse chr10 D1|10 53.56 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr8 E2|8	mouse chr8 E2|8	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr1 C1.3|1 29.16 cM	mouse chr1 C1.3|1 29.16 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr2 C2|2 41.63 cM	mouse chr2 C2|2 41.63 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr5 B3|5 19.18 cM	mouse chr5 B3|5 19.18 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr13 A3.2|13 13.75 cM	mouse chr13 A3.2|13 13.75 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr13 C1|13 40.12 cM	mouse chr13 C1|13 40.12 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr5 G1.3|5 67.86 cM	mouse chr5 G1.3|5 67.86 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr11 B1.3|11 31.91 cM	mouse chr11 B1.3|11 31.91 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr13 A5|13 25.07 cM	mouse chr13 A5|13 25.07 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr3 C|3 23.19 cM	mouse chr3 C|3 23.19 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr13 B2|13 32.56 cM	mouse chr13 B2|13 32.56 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr19 A|19 3.82 cM	mouse chr19 A|19 3.82 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr16 A1|16 9.64 cM	mouse chr16 A1|16 9.64 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr7 F1|7 61.29 cM	mouse chr7 F1|7 61.29 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr16 C3.3|16 52.87 cM	mouse chr16 C3.3|16 52.87 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr1 H3|1 80.97 cM	mouse chr1 H3|1 80.97 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr4 B3|4 32.85 cM	mouse chr4 B3|4 32.85 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr1 F|1 62.53 cM	mouse chr1 F|1 62.53 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr11 C|11 50.66 cM	mouse chr11 C|11 50.66 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr17 A3.3|17 13.68 cM	mouse chr17 A3.3|17 13.68 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr2 D|2 49.95 cM	mouse chr2 D|2 49.95 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr1 C4|1 38.88 cM	mouse chr1 C4|1 38.88 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr10 C1|10 38.62 cM	mouse chr10 C1|10 38.62 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr13 A3.1|13 12.41 cM	mouse chr13 A3.1|13 12.41 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr2 H1|2 75.95 cM	mouse chr2 H1|2 75.95 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr10 D3|10 77.16 cM	mouse chr10 D3|10 77.16 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr11 D|11 64.48 cM	mouse chr11 D|11 64.48 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr6 B1|6 17.85 cM	mouse chr6 B1|6 17.85 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr1 A3|1 4.31 cM	mouse chr1 A3|1 4.31 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr18 A2|18 11.39 cM	mouse chr18 A2|18 11.39 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr2 E4|2 57.45 cM	mouse chr2 E4|2 57.45 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr3 B|3 18.41 cM	mouse chr3 B|3 18.41 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr10 D1|10 56.33 cM	mouse chr10 D1|10 56.33 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chrX A1.1|X 8.43 cM	mouse chrX A1.1|X 8.43 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr1 B|1 15.3 cM	mouse chr1 B|1 15.3 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr6 G1|6 66.0 cM	mouse chr6 G1|6 66.0 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr11 B3|11 42.26 cM	mouse chr11 B3|11 42.26 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr16 B1|16 15.26 cM	mouse chr16 B1|16 15.26 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr11 D|11 59.85 cM	mouse chr11 D|11 59.85 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chrX A6|X 30.06 cM	mouse chrX A6|X 30.06 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr16 C4|16 56.64 cM	mouse chr16 C4|16 56.64 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr2 H3|2 95.66 cM	mouse chr2 H3|2 95.66 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr8 C2|8 39.33 cM	mouse chr8 C2|8 39.33 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr6 F2|6 58.33 cM	mouse chr6 F2|6 58.33 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr8 A1.1|8 2.0 cM	mouse chr8 A1.1|8 2.0 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr5 B3|5	mouse chr5 B3|5	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr13 C3|13 47.64 cM	mouse chr13 C3|13 47.64 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr7 D2|7 44.01 cM	mouse chr7 D2|7 44.01 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr2 H4|2 97.37 cM	mouse chr2 H4|2 97.37 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr5 C1|5 28.81 cM	mouse chr5 C1|5 28.81 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr3 F1|3 39.23 cM	mouse chr3 F1|3 39.23 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr13 A3.3|13 14.0 cM	mouse chr13 A3.3|13 14.0 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr11 C|11 51.23 cM	mouse chr11 C|11 51.23 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr2 H4|2 103.53 cM	mouse chr2 H4|2 103.53 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr9 E3.3|9 51.54 cM	mouse chr9 E3.3|9 51.54 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr14 D2|14 36.71 cM	mouse chr14 D2|14 36.71 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr14 D2|14 36.05 cM	mouse chr14 D2|14 36.05 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr15 D1|15 21.49 cM	mouse chr15 D1|15 21.49 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr5 G2|5 76.4 cM	mouse chr5 G2|5 76.4 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr12 A3|12 13.87 cM	mouse chr12 A3|12 13.87 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chrX A1.1|X 2.81 cM	mouse chrX A1.1|X 2.81 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr10 D3|10 77.81 cM	mouse chr10 D3|10 77.81 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr7 F5|7 86.6 cM	mouse chr7 F5|7 86.6 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr1 D|1 44.42 cM	mouse chr1 D|1 44.42 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr4 E2|4 78.66 cM	mouse chr4 E2|4 78.66 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr2 H3|2 95.79 cM	mouse chr2 H3|2 95.79 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr10 A4|10 17.1 cM	mouse chr10 A4|10 17.1 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr1 H6|1 98.44 cM	mouse chr1 H6|1 98.44 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr13 A3.3|13 14.39 cM	mouse chr13 A3.3|13 14.39 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr10 19.44 cM|10 B1	mouse chr10 19.44 cM|10 B1	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr2|2 C1.2	mouse chr2|2 C1.2	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr16 B1|16 13.37 cM	mouse chr16 B1|16 13.37 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr5 G2|5 76.09 cM	mouse chr5 G2|5 76.09 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr1 E4|1 58.1 cM	mouse chr1 E4|1 58.1 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chr9 F4|9 74.33 cM	mouse chr9 F4|9 74.33 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
mouse chrX A1.1|X 7.95 cM	mouse chrX A1.1|X 7.95 cM	1.00000000002501	2.50053883849022e-11	1	0	0	239	24173
